osm_id;ort;plz;landkreis;bundesland
62532;Aschaffenburg;63739;;Bayern
62532;Aschaffenburg;63741;;Bayern
62532;Aschaffenburg;63743;;Bayern
941055;Aschau am Inn;84544;Landkreis Mühldorf am Inn;Bayern
2186909;Aschau im Chiemgau;83229;Landkreis Rosenheim;Bayern
1246671;Aschbach;67753;Landkreis Kusel;Rheinland-Pfalz
157717;Ascheberg;59387;Kreis Coesfeld;Nordrhein-Westfalen
310405;Ascheberg;24326;Kreis Plön;Schleswig-Holstein
548614;Ascheffel;24358;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
2831105;Aschenhausen;98634;Landkreis Schmalkalden-Meiningen;Thüringen
79801;Aschersleben;06449;Salzlandkreis;Sachsen-Anhalt
2168238;Aschheim;85609;Landkreis München;Bayern
306573;Asendorf;21271;Landkreis Harburg;Niedersachsen
1461193;Asendorf;27330;Landkreis Diepholz;Niedersachsen
400932;Aspach;71546;Rems-Murr-Kreis;Baden-Württemberg
405809;Asperg;71679;Landkreis Ludwigsburg;Baden-Württemberg
1239627;Aspisheim;55459;Landkreis Mainz-Bingen;Rheinland-Pfalz
402686;Assamstadt;97959;Main-Tauber-Kreis;Baden-Württemberg
2791715;Asselfingen;89176;Alb-Donau-Kreis;Baden-Württemberg
215977;Aßlar;35614;Lahn-Dill-Kreis;Hessen
929921;Aßling;83565;Landkreis Ebersberg;Bayern
929921;Aßling;85617;Landkreis Ebersberg;Bayern
453151;Astert;57627;Westerwaldkreis;Rheinland-Pfalz
163178;Attendorn;57439;Kreis Olpe;Nordrhein-Westfalen
540056;Attenhausen;56370;Rhein-Lahn-Kreis;Rheinland-Pfalz
956663;Attenhofen;84091;Landkreis Kelheim;Bayern
29830;Attenkirchen;85395;Landkreis Freising;Bayern
2801345;Attenweiler;88448;Landkreis Biberach;Baden-Württemberg
959671;Atting;94348;Landkreis Straubing-Bogen;Bayern
453152;Atzelgift;57629;Westerwaldkreis;Rheinland-Pfalz
1946230;Au;79280;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
907190;Au am Rhein;76474;Landkreis Rastatt;Baden-Württemberg
162693;Aub;97239;Landkreis Würzburg;Bayern
387526;Aubstadt;97633;Landkreis Rhön-Grabfeld;Bayern
1269806;Auderath;56766;Landkreis Cochem-Zell;Rheinland-Pfalz
419002;Aue;08280;Erzgebirgskreis;Sachsen
539909;Auel;56357;Rhein-Lahn-Kreis;Rheinland-Pfalz
1244153;Auen;55569;Landkreis Bad Kreuznach;Rheinland-Pfalz
1263898;Auengrund;98673;Landkreis Hildburghausen;Thüringen
400935;Auenwald;71549;Rems-Murr-Kreis;Baden-Württemberg
536016;Auerbach;09392;Erzgebirgskreis;Sachsen
959825;Auerbach;94530;Landkreis Deggendorf;Bayern
1028547;Auerbach in der Oberpfalz;91275;Landkreis Amberg-Sulzbach;Bayern
444398;Auerbach/Vogtland;08209;Vogtlandkreis;Sachsen
1169353;Auetal;31749;Landkreis Schaumburg;Niedersachsen
966625;Aufhausen;93089;Landkreis Regensburg;Bayern
1070999;Aufseß;91347;Landkreis Bayreuth;Bayern
1965078;Auggen;79424;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
62407;Augsburg;86150;;Bayern
62407;Augsburg;86152;;Bayern
62407;Augsburg;86153;;Bayern
62407;Augsburg;86154;;Bayern
62407;Augsburg;86156;;Bayern
62407;Augsburg;86157;;Bayern
62407;Augsburg;86159;;Bayern
62407;Augsburg;86161;;Bayern
62407;Augsburg;86163;;Bayern
62407;Augsburg;86165;;Bayern
62407;Augsburg;86167;;Bayern
62407;Augsburg;86169;;Bayern
62407;Augsburg;86179;;Bayern
62407;Augsburg;86199;;Bayern
142752;Augustdorf;32832;Kreis Lippe;Nordrhein-Westfalen
378773;Augustusburg;09573;Landkreis Mittelsachsen;Sachsen
1182471;Auhagen;31553;Landkreis Schaumburg;Niedersachsen
962601;Auhausen;86736;Landkreis Donau-Ries;Bayern
29823;Au in der Hallertau;84072;Landkreis Freising;Bayern
556088;Aukrug;24613;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
2808122;Aulendorf;88326;Landkreis Ravensburg;Baden-Württemberg
537134;Aull;65582;Rhein-Lahn-Kreis;Rheinland-Pfalz
2783122;Auma-Weidatal;07955;Landkreis Greiz;Thüringen
324694;Aumühle;21521;Kreis Herzogtum Lauenburg;Schleswig-Holstein
383696;Aura a.d.Saale;97717;Landkreis Bad Kissingen;Bayern
534187;Aurach;91589;Landkreis Ansbach;Bayern
1016525;Aurachtal;91086;Landkreis Erlangen-Höchstadt;Bayern
349932;Aura im Sinngrund;97773;Landkreis Main-Spessart;Bayern
898628;Aurich;26603;Landkreis Aurich;Niedersachsen
898628;Aurich;26605;Landkreis Aurich;Niedersachsen
898628;Aurich;26607;Landkreis Aurich;Niedersachsen
1149284;Ausacker;24975;Kreis Schleswig-Flensburg;Schleswig-Holstein
1286666;Ausleben;39393;Landkreis Börde;Sachsen-Anhalt
959813;Außernzell;94532;Landkreis Deggendorf;Bayern
450514;Auufer;25548;Kreis Steinburg;Schleswig-Holstein
1162782;Auw an der Kyll;54664;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1108037;Auw bei Prüm;54597;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1418654;Aventoft;25927;Kreis Nordfriesland;Schleswig-Holstein
938073;Averlak;25715;Kreis Dithmarschen;Schleswig-Holstein
904552;Axstedt;27729;Landkreis Osterholz;Niedersachsen
539953;Aying;85653;Landkreis München;Bayern
1256023;Ayl;54441;Landkreis Trier-Saarburg;Rheinland-Pfalz
443333;Aystetten;86482;Landkreis Augsburg;Bayern
1437797;Baabe;18586;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
161965;Baar;86674;Landkreis Aichach-Friedberg;Bayern
548035;Baar;56729;Landkreis Mayen-Koblenz;Rheinland-Pfalz
387301;Baar-Ebenhausen;85107;Landkreis Pfaffenhofen an der Ilm;Bayern
452387;Babenhausen;64832;Landkreis Darmstadt-Dieburg;Hessen
958621;Babenhausen;87727;Landkreis Unterallgäu;Bayern
2186910;Babensham;83547;Landkreis Rosenheim;Bayern
966624;Bach an der Donau;93090;Landkreis Regensburg;Bayern
1239652;Bacharach;55422;Landkreis Mainz-Bingen;Rheinland-Pfalz
418891;Bachenberg;57610;Landkreis Altenkirchen;Rheinland-Pfalz
1273185;Bachfeld;96528;Landkreis Sonneberg;Thüringen
955236;Bachhagel;89429;Landkreis Dillingen an der Donau;Bayern
956749;Bächingen a.d.Brenz;89431;Landkreis Dillingen an der Donau;Bayern
165637;Backnang;71522;Rems-Murr-Kreis;Baden-Württemberg
956650;Bad Abbach;93077;Landkreis Kelheim;Bayern
2186911;Bad Aibling;83043;Landkreis Rosenheim;Bayern
1022866;Bad Alexandersbad;95680;Landkreis Wunsiedel im Fichtelgebirge;Bayern
162356;Bad Arolsen;34454;Landkreis Waldeck-Frankenberg;Hessen
937778;Bad Bayersoien;82435;Landkreis Garmisch-Partenkirchen;Bayern
1130288;Bad Bellingen;79415;Landkreis Lörrach;Baden-Württemberg
540424;Bad Belzig;14806;Landkreis Potsdam-Mittelmark;Brandenburg
1272230;Bad Bentheim;48455;Landkreis Grafschaft Bentheim;Niedersachsen
1817279;Badbergen;49635;Landkreis Osnabrück;Niedersachsen
1252824;Bad Bergzabern;76887;Landkreis Südliche Weinstraße;Rheinland-Pfalz
2856985;Bad Berka;99438;Landkreis Weimarer Land;Thüringen
1891507;Bad Berleburg;57319;Kreis Siegen-Wittgenstein;Nordrhein-Westfalen
1070989;Bad Berneck im Fichtelgebirge;95460;Landkreis Bayreuth;Bayern
1269808;Bad Bertrich;56864;Landkreis Cochem-Zell;Rheinland-Pfalz
1460241;Bad Bevensen;29549;Landkreis Uelzen;Niedersachsen
2402429;Bad Bibra;06647;Burgenlandkreis;Sachsen-Anhalt
957047;Bad Birnbach;84364;Landkreis Rottal-Inn;Bayern
1273350;Bad Blankenburg;07422;Landkreis Saalfeld-Rudolstadt;Thüringen
383699;Bad Bocklet;97708;Landkreis Bad Kissingen;Bayern
1250039;Bad Bodenteich;29389;Landkreis Uelzen;Niedersachsen
2792631;Bad Boll;73087;Landkreis Göppingen;Baden-Württemberg
443526;Bad Brambach;08648;Vogtlandkreis;Sachsen
423223;Bad Bramstedt;24576;Kreis Segeberg;Schleswig-Holstein
1022829;Bad Breisig;53498;Landkreis Ahrweiler;Rheinland-Pfalz
384270;Bad Brückenau;97769;Landkreis Bad Kissingen;Bayern
2801316;Bad Buchau;88422;Landkreis Biberach;Baden-Württemberg
324314;Bad Camberg;65520;Landkreis Limburg-Weilburg;Hessen
1270319;Bad Colberg-Heldburg;98663;Landkreis Hildburghausen;Thüringen
1432674;Baddeckenstedt;38271;Landkreis Wolfenbüttel;Niedersachsen
2772178;Bad Ditzenbach;73312;Landkreis Göppingen;Baden-Württemberg
2772178;Bad Ditzenbach;73342;Landkreis Göppingen;Baden-Württemberg
2772178;Bad Ditzenbach;73345;Landkreis Göppingen;Baden-Württemberg
394348;Bad Doberan;18209;Landkreis Rostock;Mecklenburg-Vorpommern
148591;Bad Driburg;33014;Kreis Höxter;Nordrhein-Westfalen
445993;Bad Düben;04849;Landkreis Nordsachsen;Sachsen
907045;Bad Dürkheim;67098;Landkreis Bad Dürkheim;Rheinland-Pfalz
2405940;Bad Dürrenberg;06231;Saalekreis;Sachsen-Anhalt
1242133;Bad Dürrheim;78073;Schwarzwald-Baar-Kreis;Baden-Württemberg
1182505;Bad Eilsen;31707;Landkreis Schaumburg;Niedersachsen
443527;Bad Elster;08645;Vogtlandkreis;Sachsen
1140558;Badem;54657;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
535689;Bad Ems;56130;Rhein-Lahn-Kreis;Rheinland-Pfalz
453738;Bad Emstal;34308;Landkreis Kassel;Hessen
62340;Baden-Baden;76530;;Baden-Württemberg
62340;Baden-Baden;76532;;Baden-Württemberg
62340;Baden-Baden;76534;;Baden-Württemberg
225491;Bad Endbach;35080;Landkreis Marburg-Biedenkopf;Hessen
532398;Badendorf;23619;Kreis Stormarn;Schleswig-Holstein
2186912;Bad Endorf;83093;Landkreis Rosenheim;Bayern
1182320;Badenhard;56291;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
1245782;Badenheim;55576;Landkreis Mainz-Bingen;Rheinland-Pfalz
311915;Badenweiler;79410;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
1819247;Bad Essen;49152;Landkreis Osnabrück;Niedersachsen
1808964;Bad Fallingbostel;29683;Landkreis Heidekreis;Niedersachsen
2186913;Bad Feilnbach;83075;Landkreis Rosenheim;Bayern
2388467;Bad Frankenhausen/Kyffhäuser;06567;Kyffhäuserkreis;Thüringen
1332952;Bad Freienwalde (Oder);16259;Landkreis Märkisch-Oderland;Brandenburg
409716;Bad Friedrichshall;74177;Landkreis Heilbronn;Baden-Württemberg
958089;Bad Füssing;94072;Landkreis Passau;Bayern
163003;Bad Gandersheim;37581;Landkreis Northeim;Niedersachsen
534518;Bad Gottleuba-Berggießhübel;01816;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
958091;Bad Griesbach i.Rottal;94086;Landkreis Passau;Bayern
958686;Bad Grönenbach;87730;Landkreis Unterallgäu;Bayern
1416141;Bad Grund;37539;Landkreis Göttingen;Niedersachsen
1421451;Bad Harzburg;38667;Landkreis Goslar;Niedersachsen
935232;Bad Heilbrunn;83670;Landkreis Bad Tölz-Wolfratshausen;Bayern
309849;Bad Herrenalb;76332;Landkreis Calw;Baden-Württemberg
275075;Bad Hersfeld;36251;Landkreis Hersfeld-Rotenburg;Hessen
958126;Bad Hindelang;87541;Landkreis Oberallgäu;Bayern
338875;Bad Homburg vor der Höhe;61348;Hochtaunuskreis;Hessen
338875;Bad Homburg vor der Höhe;61350;Hochtaunuskreis;Hessen
338875;Bad Homburg vor der Höhe;61352;Hochtaunuskreis;Hessen
173112;Bad Honnef;53604;Rhein-Sieg-Kreis;Nordrhein-Westfalen
444290;Bad Hönningen;53547;Landkreis Neuwied;Rheinland-Pfalz
444290;Bad Hönningen;53557;Landkreis Neuwied;Rheinland-Pfalz
1819469;Bad Iburg;49186;Landkreis Osnabrück;Niedersachsen
1112227;Bad Karlshafen;34385;Landkreis Kassel;Hessen
383698;Bad Kissingen;97688;Landkreis Bad Kissingen;Bayern
1515589;Bad Kleinen;23996;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
2778356;Bad Klosterlausnitz;07639;Saale-Holzland-Kreis;Thüringen
937894;Bad Kohlgrub;82433;Landkreis Garmisch-Partenkirchen;Bayern
451777;Bad König;64732;Odenwaldkreis;Hessen
387529;Bad Königshofen im Grabfeld;97631;Landkreis Rhön-Grabfeld;Bayern
2501390;Bad Köstritz;07586;Landkreis Greiz;Thüringen
959885;Bad Kötzting;93444;Landkreis Cham;Bayern
611084;Bad Kreuznach;55543;Landkreis Bad Kreuznach;Rheinland-Pfalz
611084;Bad Kreuznach;55545;Landkreis Bad Kreuznach;Rheinland-Pfalz
611084;Bad Kreuznach;55583;Landkreis Bad Kreuznach;Rheinland-Pfalz
1959388;Bad Krozingen;79189;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
163247;Bad Laasphe;57334;Kreis Siegen-Wittgenstein;Nordrhein-Westfalen
1418992;Bad Laer;49196;Landkreis Osnabrück;Niedersachsen
2874751;Bad Langensalza;99947;Unstrut-Hainich-Kreis;Thüringen
422335;Bad Lausick;04651;Landkreis Leipzig;Sachsen
1416144;Bad Lauterberg;37431;Landkreis Göttingen;Niedersachsen
2498094;Bad Liebenstein;36448;Wartburgkreis;Thüringen
1328907;Bad Liebenwerda;04895;Landkreis Elbe-Elster;Brandenburg
1328907;Bad Liebenwerda;04924;Landkreis Elbe-Elster;Brandenburg
1328907;Bad Liebenwerda;04931;Landkreis Elbe-Elster;Brandenburg
911760;Bad Liebenzell;75378;Landkreis Calw;Baden-Württemberg
148066;Bad Lippspringe;33175;Kreis Paderborn;Nordrhein-Westfalen
2179147;Bad Lobenstein;07356;Saale-Orla-Kreis;Thüringen
451701;Bad Marienberg (Westerwald);56470;Westerwaldkreis;Rheinland-Pfalz
402687;Bad Mergentheim;97980;Main-Tauber-Kreis;Baden-Württemberg
367045;Bad Münder am Deister;31848;Landkreis Hameln-Pyrmont;Niedersachsen
158145;Bad Münstereifel;53902;Kreis Euskirchen;Nordrhein-Westfalen
1310515;Bad Muskau - Mužakow;02953;Landkreis Görlitz;Sachsen
167408;Bad Nauheim;61231;Wetteraukreis;Hessen
1169366;Bad Nenndorf;31542;Landkreis Schaumburg;Niedersachsen
378389;Bad Neuenahr-Ahrweiler;53474;Landkreis Ahrweiler;Rheinland-Pfalz
387466;Bad Neustadt an der Saale;97616;Landkreis Rhön-Grabfeld;Bayern
144930;Bad Oeynhausen;32545;Kreis Minden-Lübbecke;Nordrhein-Westfalen
144930;Bad Oeynhausen;32547;Kreis Minden-Lübbecke;Nordrhein-Westfalen
144930;Bad Oeynhausen;32549;Kreis Minden-Lübbecke;Nordrhein-Westfalen
532325;Bad Oldesloe;23843;Kreis Stormarn;Schleswig-Holstein
535933;Bad Orb;63619;Main-Kinzig-Kreis;Hessen
452986;Bad Peterstal-Griesbach;72250;Ortenaukreis;Baden-Württemberg
452986;Bad Peterstal-Griesbach;77740;Ortenaukreis;Baden-Württemberg
1184314;Bad Pyrmont;31812;Landkreis Hameln-Pyrmont;Niedersachsen
410526;Bad Rappenau;74906;Landkreis Heilbronn;Baden-Württemberg
941794;Bad Reichenhall;83435;Landkreis Berchtesgadener Land;Bayern
935831;Bad Rippoldsau-Schapbach;77776;Landkreis Freudenstadt;Baden-Württemberg
956804;Bad Rodach;96476;Landkreis Coburg;Bayern
1086003;Bad Rothenfelde;49214;Landkreis Osnabrück;Niedersachsen
1384831;Bad Saarow;15526;Landkreis Oder-Spree;Brandenburg
1416156;Bad Sachsa;37441;Landkreis Göttingen;Niedersachsen
2787775;Bad Säckingen;79713;Landkreis Waldshut;Baden-Württemberg
1168892;Bad Salzdetfurth;31162;Landkreis Hildesheim;Niedersachsen
454867;Bad Salzschlirf;36364;Landkreis Fulda;Hessen
142623;Bad Salzuflen;32105;Kreis Lippe;Nordrhein-Westfalen
142623;Bad Salzuflen;32107;Kreis Lippe;Nordrhein-Westfalen
142623;Bad Salzuflen;32108;Kreis Lippe;Nordrhein-Westfalen
2874389;Bad Salzungen;36433;Wartburgkreis;Thüringen
2874389;Bad Salzungen;36460;Wartburgkreis;Thüringen
2874389;Bad Salzungen;36469;Wartburgkreis;Thüringen
2874389;Bad Salzungen;99819;Wartburgkreis;Thüringen
153518;Bad Sassendorf;59505;Kreis Soest;Nordrhein-Westfalen
2805478;Bad Saulgau;88348;Landkreis Sigmaringen;Baden-Württemberg
534534;Bad Schandau;01814;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
419001;Bad Schlema;08301;Erzgebirgskreis;Sachsen
1327705;Bad Schmiedeberg;06905;Landkreis Wittenberg;Sachsen-Anhalt
659810;Bad Schönborn;76669;Landkreis Karlsruhe;Baden-Württemberg
2801317;Bad Schussenried;88427;Landkreis Biberach;Baden-Württemberg
1734859;Bad Schwalbach;65307;Rheingau-Taunus-Kreis;Hessen
382446;Bad Schwartau;23611;Kreis Ostholstein;Schleswig-Holstein
442912;Bad Segeberg;23795;Kreis Segeberg;Schleswig-Holstein
1244160;Bad Sobernheim;55566;Landkreis Bad Kreuznach;Rheinland-Pfalz
414829;Bad Soden;65812;Main-Taunus-Kreis;Hessen
535936;Bad Soden-Salmünster;63628;Main-Kinzig-Kreis;Hessen
549414;Bad Sooden-Allendorf;37242;Werra-Meißner-Kreis;Hessen
1026857;Bad Staffelstein;96231;Landkreis Lichtenfels;Bayern
1021713;Bad Steben;95138;Landkreis Hof;Bayern
2856440;Bad Sulza;99518;Landkreis Weimarer Land;Thüringen
372885;Bad Sülze;18334;Landkreis Vorpommern-Rügen;Mecklenburg-Vorpommern
2816590;Bad Tabarz;99891;Landkreis Gotha;Thüringen
1183355;Bad Teinach-Zavelstein;75385;Landkreis Calw;Baden-Württemberg
2895776;Bad Tennstedt;99955;Unstrut-Hainich-Kreis;Thüringen
935181;Bad Tölz;83646;Landkreis Bad Tölz-Wolfratshausen;Bayern
2772179;Bad Überkingen;73337;Landkreis Göppingen;Baden-Württemberg
2774073;Bad Urach;72574;Landkreis Reutlingen;Baden-Württemberg
450123;Bad Vilbel;61118;Wetteraukreis;Hessen
2806787;Bad Waldsee;88339;Landkreis Ravensburg;Baden-Württemberg
935946;Bad Wiessee;83707;Landkreis Miesbach;Bayern
310068;Bad Wildbad;75323;Landkreis Calw;Baden-Württemberg
443584;Bad Wildungen;34537;Landkreis Waldeck-Frankenberg;Hessen
1289819;Bad Wilsnack;19336;Landkreis Prignitz;Brandenburg
410469;Bad Wimpfen;74206;Landkreis Heilbronn;Baden-Württemberg
357057;Bad Windsheim;91438;Landkreis Neustadt an der Aisch-Bad Windsheim;Bayern
445544;Bad Wörishofen;86825;Landkreis Unterallgäu;Bayern
146471;Bad Wünnenberg;33181;Kreis Paderborn;Nordrhein-Westfalen
2806738;Bad Wurzach;88410;Landkreis Ravensburg;Baden-Württemberg
452203;Bad Zwesten;34596;Schwalm-Eder-Kreis;Hessen
1186777;Bad Zwischenahn;26160;Landkreis Ammerland;Niedersachsen
157991;Baesweiler;52499;Städteregion Aachen;Nordrhein-Westfalen
1124266;Bahlingen;79353;Landkreis Emmendingen;Baden-Württemberg
1446642;Bahrdorf;38459;Landkreis Helmstedt;Niedersachsen
1675310;Bahrenborstel;27245;Landkreis Diepholz;Niedersachsen
447344;Bahrenfleth;25569;Kreis Steinburg;Schleswig-Holstein
422815;Bahrenhof;23845;Kreis Segeberg;Schleswig-Holstein
534517;Bahretal;01819;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
2808123;Baienfurt;88255;Landkreis Ravensburg;Baden-Württemberg
191657;Baierbach;84171;Landkreis Landshut;Bayern
929705;Baierbrunn;82065;Landkreis München;Bayern
929923;Baiern;85625;Landkreis Ebersberg;Bayern
935839;Baiersbronn;72270;Landkreis Freudenstadt;Baden-Württemberg
1016531;Baiersdorf;91083;Landkreis Erlangen-Höchstadt;Bayern
2808297;Baindt;88255;Landkreis Ravensburg;Baden-Württemberg
445503;Baisweil;87650;Landkreis Ostallgäu;Bayern
1470112;Bäk;23909;Kreis Herzogtum Lauenburg;Schleswig-Holstein
1398845;Bakum;49456;Landkreis Vechta;Niedersachsen
1465979;Bälau;23881;Kreis Herzogtum Lauenburg;Schleswig-Holstein
958134;Balderschwang;87538;Landkreis Oberallgäu;Bayern
1256078;Baldringen;54314;Landkreis Trier-Saarburg;Rheinland-Pfalz
537135;Balduinstein;65558;Rhein-Lahn-Kreis;Rheinland-Pfalz
1140565;Balesfeld;54597;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz
1183253;Balge;31609;Landkreis Nienburg/Weser;Niedersachsen
1231981;Balgheim;78582;Landkreis Tuttlingen;Baden-Württemberg
2403546;Balgstädt;06632;Burgenlandkreis;Sachsen-Anhalt
2779376;Balingen;72336;Zollernalbkreis;Baden-Württemberg
446467;Balje;21730;Landkreis Stade;Niedersachsen
2791016;Ballendorf;89177;Alb-Donau-Kreis;Baden-Württemberg
158546;Ballenstedt;06493;Landkreis Harz;Sachsen-Anhalt
2902811;Ballhausen;99955;Unstrut-Hainich-Kreis;Thüringen
276112;Ballrechten-Dottingen;79282;Landkreis Breisgau-Hochschwarzwald;Baden-Württemberg
2818119;Ballstädt;99869;Landkreis Gotha;Thüringen
2856986;Ballstedt;99439;Landkreis Weimarer Land;Thüringen
1451607;Balow;19300;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
2792899;Baltmannsweiler;73666;Landkreis Esslingen;Baden-Württemberg
897893;Baltrum;26579;Landkreis Aurich;Niedersachsen
168532;Balve;58802;Märkischer Kreis;Nordrhein-Westfalen
963831;Balzhausen;86483;Landkreis Günzburg;Bayern
2801098;Balzheim;88481;Alb-Donau-Kreis;Baden-Württemberg
62525;Bamberg;96047;;Bayern
62525;Bamberg;96049;;Bayern
62525;Bamberg;96050;;Bayern
62525;Bamberg;96052;;Bayern
453393;Bammental;69245;Rhein-Neckar-Kreis;Baden-Württemberg
1433746;Bandelin;17506;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
1451570;Bandenitz;19230;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1253822;Bann;66851;Landkreis Kaiserslautern;Rheinland-Pfalz
535124;Bannberscheid;56424;Westerwaldkreis;Rheinland-Pfalz
455481;Bannewitz;01728;Landkreis Sächsische Schweiz-Osterzgebirge;Sachsen
449928;Banzkow;19079;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
1252836;Barbelroth;76889;Landkreis Südliche Weinstraße;Rheinland-Pfalz
964619;Barbing;93092;Landkreis Regensburg;Bayern
389267;Barby;39240;Salzlandkreis;Sachsen-Anhalt
389267;Barby;39249;Salzlandkreis;Sachsen-Anhalt
2673508;Barchfeld-Immelborn;36456;Wartburgkreis;Thüringen
1708067;Bardowick;21357;Landkreis Lüneburg;Niedersachsen
1214569;Bärenbach;55483;Rhein-Hunsrück-Kreis;Rheinland-Pfalz
1244080;Bärenbach;55758;Landkreis Bad Kreuznach;Rheinland-Pfalz
1675311;Barenburg;27245;Landkreis Diepholz;Niedersachsen
1944342;Barendorf;21397;Landkreis Lüneburg;Niedersachsen
536628;Bärenstein;09471;Erzgebirgskreis;Sachsen
1231963;Bärenthal;78580;Landkreis Tuttlingen;Baden-Württemberg
420612;Bargenstedt;25704;Kreis Dithmarschen;Schleswig-Holstein
453725;Bargfeld-Stegen;23863;Kreis Stormarn;Schleswig-Holstein
1432542;Bargischow;17398;Landkreis Vorpommern-Greifswald;Mecklenburg-Vorpommern
556603;Bargstall;24806;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
446433;Bargstedt;21698;Landkreis Stade;Niedersachsen
548556;Bargstedt;24793;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
453723;Bargteheide;22941;Kreis Stormarn;Schleswig-Holstein
1416814;Bargum;25842;Kreis Nordfriesland;Schleswig-Holstein
422879;Bark;23826;Kreis Segeberg;Schleswig-Holstein
554540;Barkelsby;24360;Kreis Rendsburg-Eckernförde;Schleswig-Holstein
962312;Barkenholm;25791;Kreis Dithmarschen;Schleswig-Holstein
449883;Barkhagen;19395;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
79776;Barleben;39179;Landkreis Börde;Sachsen-Anhalt
418085;Barlt;25719;Kreis Dithmarschen;Schleswig-Holstein
310417;Barmissen;24245;Kreis Plön;Schleswig-Holstein
444140;Barmstedt;25355;Kreis Pinneberg;Schleswig-Holstein
968892;Bärnau;95671;Landkreis Tirschenreuth;Bayern
1515585;Barnekow;23968;Landkreis Nordwestmecklenburg;Mecklenburg-Vorpommern
449931;Barnin;19089;Landkreis Ludwigslust-Parchim;Mecklenburg-Vorpommern
532324;Barnitz;23858;Kreis Stormarn;Schleswig-Holstein
2396133;Barnstädt;06268;Saalekreis;Sachsen-Anhalt
1846197;Barnstedt;21406;Landkreis Lüneburg;Niedersachsen
1461203;Barnstorf;49406;Landkreis Diepholz;Niedersachsen
142694;Barntrup;32683;Kreis Lippe;Nordrhein-Westfalen
251074;Barsbek;24217;Kreis Plön;Schleswig-Holstein
2073736;Barsbüttel;22885;Kreis Stormarn;Schleswig-Holstein
2012699;Barsinghausen;30890;Region Hannover;Niedersachsen
1109688;Barßel;26676;Landkreis Cloppenburg;Niedersachsen
